Cell.Line,Cell.ID,Lot.Number,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col
Adult,I,#200910-901,Control,2,2,3,14,GSS2375_WellData_p14.txt,4,Control.2.Adult,Control.2.I,5,E,1,,27,C,4
Adult,I,#200910-901,TGFb,1,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.1.Adult,TGFb.1.I,6,F,1,,23,G,3
Adult,I,#200910-901,TGFb,24,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.24.Adult,TGFb.24.I,7,G,1,,18,B,3
HDFn,C,#1206197,Control,12,2,3,14,GSS2375_WellData_p14.txt,4,Control.12.HDFn,Control.12.C,8,H,1,,55,G,7
SEN,F,#1206197,TGFb,8,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.8.SEN,TGFb.8.F,9,A,2,,68,D,9
Adult,I,#200910-901,Control,48,2,3,14,GSS2375_WellData_p14.txt,4,Control.48.Adult,Control.48.I,10,B,2,,4,D,1
SEN,F,#1206197,Control,1,2,3,14,GSS2375_WellData_p14.txt,4,Control.1.SEN,Control.1.F,11,C,2,,17,A,3
HDFn,C,#1206197,TGFb,0.5,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.0.5.HDFn,TGFb.0.5.C,12,D,2,,29,E,4
Adult,I,#200910-901,Control,4,2,3,14,GSS2375_WellData_p14.txt,4,Control.4.Adult,Control.4.I,13,E,2,,21,E,3
Adult,I,#200910-901,TGFb,0.5,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.0.5.Adult,TGFb.0.5.I,14,F,2,,30,F,4
SEN,F,#1206197,Control,24,2,3,14,GSS2375_WellData_p14.txt,4,Control.24.SEN,Control.24.F,15,G,2,,10,B,2
SEN,F,#1206197,Baseline,0,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.0.SEN,Baseline.0.F,16,H,2,,47,G,6
Adult,I,#200910-901,TGFb,12,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.12.Adult,TGFb.12.I,17,A,3,,26,B,4
HDFn,C,#1206197,Control,3,2,3,14,GSS2375_WellData_p14.txt,4,Control.3.HDFn,Control.3.C,18,B,3,,51,C,7
HDFn,C,#1206197,TGFb,24,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.24.HDFn,TGFb.24.C,19,C,3,,56,H,7
Adult,I,#200910-901,Control,24,2,3,14,GSS2375_WellData_p14.txt,4,Control.24.Adult,Control.24.I,20,D,3,,65,A,9
SEN,F,#1206197,TGFb,1,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.1.SEN,TGFb.1.F,21,E,3,,12,D,2
Adult,I,#200910-901,Control,3,2,3,14,GSS2375_WellData_p14.txt,4,Control.3.Adult,Control.3.I,22,F,3,,58,B,8
Adult,I,#200910-901,Control,0.5,2,3,14,GSS2375_WellData_p14.txt,4,Control.0.5.Adult,Control.0.5.I,23,G,3,,35,C,5
SEN,F,#1206197,Control,96,2,3,14,GSS2375_WellData_p14.txt,4,Control.96.SEN,Control.96.F,24,H,3,,16,H,2
HDFn,C,#1206197,Control,4,2,3,14,GSS2375_WellData_p14.txt,4,Control.4.HDFn,Control.4.C,25,A,4,,50,B,7
Adult,I,#200910-901,TGFb,72,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.72.Adult,TGFb.72.I,26,B,4,,8,H,1
HDFn,C,#1206197,TGFb,96,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.96.HDFn,TGFb.96.C,27,C,4,,45,E,6
HDFn,C,#1206197,TGFb,72,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.72.HDFn,TGFb.72.C,28,D,4,,3,C,1
SEN,F,#1206197,Control,4,2,3,14,GSS2375_WellData_p14.txt,4,Control.4.SEN,Control.4.F,29,E,4,,59,C,8
HDFn,C,#1206197,TGFb,1,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.1.HDFn,TGFb.1.C,30,F,4,,49,A,7
Adult,I,#200910-901,Control,1,2,3,14,GSS2375_WellData_p14.txt,4,Control.1.Adult,Control.1.I,31,G,4,,14,F,2
Adult,I,#200910-901,TGFb,96,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.96.Adult,TGFb.96.I,32,H,4,,52,D,7
HDFn,C,#1206197,TGFb,4,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.4.HDFn,TGFb.4.C,33,A,5,,48,H,6
SEN,F,#1206197,Control,72,2,3,14,GSS2375_WellData_p14.txt,4,Control.72.SEN,Control.72.F,34,B,5,,40,H,5
SEN,F,#1206197,Control,3,2,3,14,GSS2375_WellData_p14.txt,4,Control.3.SEN,Control.3.F,35,C,5,,39,G,5
HDFn,C,#1206197,Control,24,2,3,14,GSS2375_WellData_p14.txt,4,Control.24.HDFn,Control.24.C,36,D,5,,70,F,9
HDFn,C,#1206197,Baseline,96,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.96.HDFn,Baseline.96.C,37,E,5,,22,F,3
Adult,I,#200910-901,Control,72,2,3,14,GSS2375_WellData_p14.txt,4,Control.72.Adult,Control.72.I,38,F,5,,42,B,6
Adult,I,#200910-901,TGFb,2,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.2.Adult,TGFb.2.I,39,G,5,,15,G,2
Adult,I,#200910-901,Baseline,0,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.0.Adult,Baseline.0.I,40,H,5,,57,A,8
HDFn,C,#1206197,TGFb,48,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.48.HDFn,TGFb.48.C,41,A,6,,36,D,5
SEN,F,#1206197,Baseline,96,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.96.SEN,Baseline.96.F,42,B,6,,72,H,9
HDFn,C,#1206197,TGFb,2,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.2.HDFn,TGFb.2.C,43,C,6,,34,B,5
SEN,F,#1206197,Control,12,2,3,14,GSS2375_WellData_p14.txt,4,Control.12.SEN,Control.12.F,44,D,6,,11,C,2
Adult,I,#200910-901,TGFb,8,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.8.Adult,TGFb.8.I,45,E,6,,20,D,3
Adult,I,#200910-901,Control,8,2,3,14,GSS2375_WellData_p14.txt,4,Control.8.Adult,Control.8.I,46,F,6,,64,H,8
HDFn,C,#1206197,Control,2,2,3,14,GSS2375_WellData_p14.txt,4,Control.2.HDFn,Control.2.C,47,G,6,,60,D,8
HDFn,C,#1206197,Control,8,2,3,14,GSS2375_WellData_p14.txt,4,Control.8.HDFn,Control.8.C,48,H,6,,28,D,4
SEN,F,#1206197,TGFb,24,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.24.SEN,TGFb.24.F,49,A,7,,54,F,7
SEN,F,#1206197,TGFb,4,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.4.SEN,TGFb.4.F,50,B,7,,2,B,1
SEN,F,#1206197,Control,2,2,3,14,GSS2375_WellData_p14.txt,4,Control.2.SEN,Control.2.F,51,C,7,,53,E,7
SEN,F,#1206197,TGFb,0.5,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.0.5.SEN,TGFb.0.5.F,52,D,7,,24,H,3
Adult,I,#200910-901,TGFb,4,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.4.Adult,TGFb.4.I,53,E,7,,13,E,2
HDFn,C,#1206197,Baseline,0,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.0.HDFn,Baseline.0.C,54,F,7,,38,F,5
SEN,F,#1206197,TGFb,2,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.2.SEN,TGFb.2.F,55,G,7,,25,A,4
SEN,F,#1206197,Control,8,2,3,14,GSS2375_WellData_p14.txt,4,Control.8.SEN,Control.8.F,56,H,7,,1,A,1
Adult,I,#200910-901,Control,96,2,3,14,GSS2375_WellData_p14.txt,4,Control.96.Adult,Control.96.I,57,A,8,,63,G,8
SEN,F,#1206197,TGFb,72,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.72.SEN,TGFb.72.F,58,B,8,,67,C,9
HDFn,C,#1206197,TGFb,3,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.3.HDFn,TGFb.3.C,59,C,8,,61,E,8
Adult,I,#200910-901,TGFb,3,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.3.Adult,TGFb.3.I,60,D,8,,37,E,5
HDFn,C,#1206197,Control,0.5,2,3,14,GSS2375_WellData_p14.txt,4,Control.0.5.HDFn,Control.0.5.C,61,E,8,,32,H,4
SEN,F,#1206197,TGFb,48,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.48.SEN,TGFb.48.F,62,F,8,,31,G,4
SEN,F,#1206197,Control,48,2,3,14,GSS2375_WellData_p14.txt,4,Control.48.SEN,Control.48.F,63,G,8,,6,F,1
HDFn,C,#1206197,Control,48,2,3,14,GSS2375_WellData_p14.txt,4,Control.48.HDFn,Control.48.C,64,H,8,,46,F,6
Adult,I,#200910-901,TGFb,48,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.48.Adult,TGFb.48.I,65,A,9,,44,D,6
SEN,F,#1206197,TGFb,96,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.96.SEN,TGFb.96.F,66,B,9,,62,F,8
Adult,I,#200910-901,Control,12,2,3,14,GSS2375_WellData_p14.txt,4,Control.12.Adult,Control.12.I,67,C,9,,7,G,1
Adult,I,#200910-901,Baseline,96,2,3,14,GSS2375_WellData_p14.txt,4,Baseline.96.Adult,Baseline.96.I,68,D,9,,33,A,5
SEN,F,#1206197,TGFb,3,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.3.SEN,TGFb.3.F,69,E,9,,19,C,3
HDFn,C,#1206197,Control,1,2,3,14,GSS2375_WellData_p14.txt,4,Control.1.HDFn,Control.1.C,70,F,9,,5,E,1
SEN,F,#1206197,Control,0.5,2,3,14,GSS2375_WellData_p14.txt,4,Control.0.5.SEN,Control.0.5.F,71,G,9,,66,B,9
HDFn,C,#1206197,TGFb,8,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.8.HDFn,TGFb.8.C,72,H,9,,43,C,6
HDFn,C,#1206197,TGFb,72,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.72.HDFn,TGFb.72.C,1,A,1,,15,G,2
SEN,F,#1206197,TGFb,48,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.48.SEN,TGFb.48.F,2,B,1,,60,D,8
SEN,F,#1206197,Control,12,3,3,15,GSS2375_WellData_p15.txt,9,Control.12.SEN,Control.12.F,3,C,1,,72,H,9
SEN,F,#1206197,Control,48,3,3,15,GSS2375_WellData_p15.txt,9,Control.48.SEN,Control.48.F,4,D,1,,44,D,6
HDFn,C,#1206197,Control,3,3,3,15,GSS2375_WellData_p15.txt,9,Control.3.HDFn,Control.3.C,5,E,1,,24,H,3
SEN,F,#1206197,Control,8,3,3,15,GSS2375_WellData_p15.txt,9,Control.8.SEN,Control.8.F,6,F,1,,38,F,5
SEN,F,#1206197,TGFb,1,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.1.SEN,TGFb.1.F,7,G,1,,55,G,7
HDFn,C,#1206197,TGFb,24,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.24.HDFn,TGFb.24.C,8,H,1,,41,A,6
SEN,F,#1206197,Control,4,3,3,15,GSS2375_WellData_p15.txt,9,Control.4.SEN,Control.4.F,9,A,2,,13,E,2
HDFn,C,#1206197,Baseline,96,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.96.HDFn,Baseline.96.C,10,B,2,,32,H,4
Adult,I,#200910-901,Control,72,3,3,15,GSS2375_WellData_p15.txt,9,Control.72.Adult,Control.72.I,11,C,2,,21,E,3
SEN,F,#1206197,TGFb,12,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.12.SEN,TGFb.12.F,12,D,2,,20,D,3
SEN,F,#1206197,Control,96,3,3,15,GSS2375_WellData_p15.txt,9,Control.96.SEN,Control.96.F,13,E,2,,22,F,3
HDFn,C,#1206197,TGFb,2,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.2.HDFn,TGFb.2.C,14,F,2,,9,A,2
Adult,I,#200910-901,Control,12,3,3,15,GSS2375_WellData_p15.txt,9,Control.12.Adult,Control.12.I,15,G,2,,51,C,7
Adult,I,#200910-901,Control,96,3,3,15,GSS2375_WellData_p15.txt,9,Control.96.Adult,Control.96.I,16,H,2,,40,H,5
SEN,F,#1206197,TGFb,0.5,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.0.5.SEN,TGFb.0.5.F,17,A,3,,42,B,6
Adult,I,#200910-901,Baseline,0,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.0.Adult,Baseline.0.I,18,B,3,,46,F,6
Adult,I,#200910-901,TGFb,72,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.72.Adult,TGFb.72.I,19,C,3,,35,C,5
HDFn,C,#1206197,Baseline,0,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.0.HDFn,Baseline.0.C,20,D,3,,16,H,2
SEN,F,#1206197,Control,1,3,3,15,GSS2375_WellData_p15.txt,9,Control.1.SEN,Control.1.F,21,E,3,,5,E,1
SEN,F,#1206197,Baseline,96,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.96.SEN,Baseline.96.F,22,F,3,,39,G,5
Adult,I,#200910-901,TGFb,96,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.96.Adult,TGFb.96.I,23,G,3,,45,E,6
HDFn,C,#1206197,Control,1,3,3,15,GSS2375_WellData_p15.txt,9,Control.1.HDFn,Control.1.C,24,H,3,,34,B,5
HDFn,C,#1206197,TGFb,3,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.3.HDFn,TGFb.3.C,25,A,4,,31,G,4
Adult,I,#200910-901,TGFb,1,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.1.Adult,TGFb.1.I,26,B,4,,14,F,2
SEN,F,#1206197,Baseline,0,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.0.SEN,Baseline.0.F,27,C,4,,57,A,8
Adult,I,#200910-901,TGFb,2,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.2.Adult,TGFb.2.I,28,D,4,,59,C,8
HDFn,C,#1206197,TGFb,4,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.4.HDFn,TGFb.4.C,29,E,4,,28,D,4
HDFn,C,#1206197,TGFb,8,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.8.HDFn,TGFb.8.C,30,F,4,,36,D,5
SEN,F,#1206197,TGFb,3,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.3.SEN,TGFb.3.F,31,G,4,,25,A,4
HDFn,C,#1206197,Control,72,3,3,15,GSS2375_WellData_p15.txt,9,Control.72.HDFn,Control.72.C,32,H,4,,50,B,7
HDFn,C,#1206197,Control,8,3,3,15,GSS2375_WellData_p15.txt,9,Control.8.HDFn,Control.8.C,33,A,5,,47,G,6
SEN,F,#1206197,TGFb,24,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.24.SEN,TGFb.24.F,34,B,5,,66,B,9
HDFn,C,#1206197,Control,96,3,3,15,GSS2375_WellData_p15.txt,9,Control.96.HDFn,Control.96.C,35,C,5,,52,D,7
Adult,I,#200910-901,Control,48,3,3,15,GSS2375_WellData_p15.txt,9,Control.48.Adult,Control.48.I,36,D,5,,58,B,8
Adult,I,#200910-901,TGFb,3,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.3.Adult,TGFb.3.I,37,E,5,,48,H,6
HDFn,C,#1206197,TGFb,0.5,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.0.5.HDFn,TGFb.0.5.C,38,F,5,,62,F,8
SEN,F,#1206197,TGFb,96,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.96.SEN,TGFb.96.F,39,G,5,,68,D,9
Adult,I,#200910-901,TGFb,4,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.4.Adult,TGFb.4.I,40,H,5,,43,C,6
HDFn,C,#1206197,TGFb,1,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.1.HDFn,TGFb.1.C,41,A,6,,19,C,3
HDFn,C,#1206197,TGFb,12,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.12.HDFn,TGFb.12.C,42,B,6,,4,D,1
Adult,I,#200910-901,TGFb,48,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.48.Adult,TGFb.48.I,43,C,6,,67,C,9
Adult,I,#200910-901,Control,2,3,3,15,GSS2375_WellData_p15.txt,9,Control.2.Adult,Control.2.I,44,D,6,,37,E,5
Adult,I,#200910-901,Control,1,3,3,15,GSS2375_WellData_p15.txt,9,Control.1.Adult,Control.1.I,45,E,6,,3,C,1
Adult,I,#200910-901,Control,0.5,3,3,15,GSS2375_WellData_p15.txt,9,Control.0.5.Adult,Control.0.5.I,46,F,6,,12,D,2
HDFn,C,#1206197,Control,24,3,3,15,GSS2375_WellData_p15.txt,9,Control.24.HDFn,Control.24.C,47,G,6,,2,B,1
HDFn,C,#1206197,Control,4,3,3,15,GSS2375_WellData_p15.txt,9,Control.4.HDFn,Control.4.C,48,H,6,,69,E,9
Adult,I,#200910-901,TGFb,0.5,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.0.5.Adult,TGFb.0.5.I,49,A,7,,61,E,8
Adult,I,#200910-901,Control,24,3,3,15,GSS2375_WellData_p15.txt,9,Control.24.Adult,Control.24.I,50,B,7,,29,E,4
SEN,F,#1206197,Control,72,3,3,15,GSS2375_WellData_p15.txt,9,Control.72.SEN,Control.72.F,51,C,7,,1,A,1
HDFn,C,#1206197,Control,0.5,3,3,15,GSS2375_WellData_p15.txt,9,Control.0.5.HDFn,Control.0.5.C,52,D,7,,71,G,9
SEN,F,#1206197,TGFb,8,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.8.SEN,TGFb.8.F,53,E,7,,27,C,4
HDFn,C,#1206197,TGFb,96,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.96.HDFn,TGFb.96.C,54,F,7,,6,F,1
Adult,I,#200910-901,Control,3,3,3,15,GSS2375_WellData_p15.txt,9,Control.3.Adult,Control.3.I,55,G,7,,49,A,7
SEN,F,#1206197,Control,0.5,3,3,15,GSS2375_WellData_p15.txt,9,Control.0.5.SEN,Control.0.5.F,56,H,7,,26,B,4
Adult,I,#200910-901,Baseline,96,3,3,15,GSS2375_WellData_p15.txt,9,Baseline.96.Adult,Baseline.96.I,57,A,8,,18,B,3
SEN,F,#1206197,Control,24,3,3,15,GSS2375_WellData_p15.txt,9,Control.24.SEN,Control.24.F,58,B,8,,54,F,7
Adult,I,#200910-901,TGFb,12,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.12.Adult,TGFb.12.I,59,C,8,,56,H,7
Adult,I,#200910-901,TGFb,8,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.8.Adult,TGFb.8.I,60,D,8,,53,E,7
SEN,F,#1206197,Control,3,3,3,15,GSS2375_WellData_p15.txt,9,Control.3.SEN,Control.3.F,61,E,8,,30,F,4
HDFn,C,#1206197,TGFb,48,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.48.HDFn,TGFb.48.C,62,F,8,,70,F,9
SEN,F,#1206197,Control,2,3,3,15,GSS2375_WellData_p15.txt,9,Control.2.SEN,Control.2.F,63,G,8,,10,B,2
SEN,F,#1206197,TGFb,4,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.4.SEN,TGFb.4.F,64,H,8,,23,G,3
SEN,F,#1206197,TGFb,2,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.2.SEN,TGFb.2.F,65,A,9,,64,H,8
HDFn,C,#1206197,Control,48,3,3,15,GSS2375_WellData_p15.txt,9,Control.48.HDFn,Control.48.C,66,B,9,,8,H,1
Adult,I,#200910-901,Control,8,3,3,15,GSS2375_WellData_p15.txt,9,Control.8.Adult,Control.8.I,67,C,9,,33,A,5
HDFn,C,#1206197,Control,2,3,3,15,GSS2375_WellData_p15.txt,9,Control.2.HDFn,Control.2.C,68,D,9,,11,C,2
Adult,I,#200910-901,TGFb,24,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.24.Adult,TGFb.24.I,69,E,9,,7,G,1
HDFn,C,#1206197,Control,12,3,3,15,GSS2375_WellData_p15.txt,9,Control.12.HDFn,Control.12.C,70,F,9,,17,A,3
Adult,I,#200910-901,Control,4,3,3,15,GSS2375_WellData_p15.txt,9,Control.4.Adult,Control.4.I,71,G,9,,65,A,9
SEN,F,#1206197,TGFb,72,3,3,15,GSS2375_WellData_p15.txt,9,TGFb.72.SEN,TGFb.72.F,72,H,9,,63,G,8
Adult,I,#200910-901,TGFb,72,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.72.Adult,TGFb.72.I,1,A,1,,12,D,2
HDFn,C,#1206197,Control,2,4,3,16,GSS2375_WellData_p16.txt,10,Control.2.HDFn,Control.2.C,2,B,1,,47,G,6
SEN,F,#1206197,TGFb,3,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.3.SEN,TGFb.3.F,3,C,1,,56,H,7
Adult,I,#200910-901,TGFb,48,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.48.Adult,TGFb.48.I,4,D,1,,16,H,2
SEN,F,#1206197,Control,2,4,3,16,GSS2375_WellData_p16.txt,10,Control.2.SEN,Control.2.F,5,E,1,,3,C,1
HDFn,C,#1206197,Control,48,4,3,16,GSS2375_WellData_p16.txt,10,Control.48.HDFn,Control.48.C,6,F,1,,53,E,7
SEN,F,#1206197,TGFb,4,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.4.SEN,TGFb.4.F,7,G,1,,49,A,7
Adult,I,#200910-901,TGFb,0.5,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.0.5.Adult,TGFb.0.5.I,8,H,1,,43,C,6
HDFn,C,#1206197,TGFb,12,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.12.HDFn,TGFb.12.C,9,A,2,,40,H,5
SEN,F,#1206197,Control,12,4,3,16,GSS2375_WellData_p16.txt,10,Control.12.SEN,Control.12.F,10,B,2,,58,B,8
HDFn,C,#1206197,Control,24,4,3,16,GSS2375_WellData_p16.txt,10,Control.24.HDFn,Control.24.C,11,C,2,,63,G,8
HDFn,C,#1206197,TGFb,96,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.96.HDFn,TGFb.96.C,12,D,2,,50,B,7
SEN,F,#1206197,TGFb,2,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.2.SEN,TGFb.2.F,13,E,2,,52,D,7
SEN,F,#1206197,TGFb,96,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.96.SEN,TGFb.96.F,14,F,2,,48,H,6
HDFn,C,#1206197,TGFb,3,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.3.HDFn,TGFb.3.C,15,G,2,,34,B,5
Adult,I,#200910-901,Control,3,4,3,16,GSS2375_WellData_p16.txt,10,Control.3.Adult,Control.3.I,16,H,2,,44,D,6
Adult,I,#200910-901,TGFb,8,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.8.Adult,TGFb.8.I,17,A,3,,15,G,2
HDFn,C,#1206197,TGFb,72,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.72.HDFn,TGFb.72.C,18,B,3,,64,H,8
HDFn,C,#1206197,Control,0.5,4,3,16,GSS2375_WellData_p16.txt,10,Control.0.5.HDFn,Control.0.5.C,19,C,3,,51,C,7
Adult,I,#200910-901,Control,72,4,3,16,GSS2375_WellData_p16.txt,10,Control.72.Adult,Control.72.I,20,D,3,,67,C,9
SEN,F,#1206197,TGFb,72,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.72.SEN,TGFb.72.F,21,E,3,,5,E,1
Adult,I,#200910-901,TGFb,2,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.2.Adult,TGFb.2.I,22,F,3,,72,H,9
Adult,I,#200910-901,TGFb,4,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.4.Adult,TGFb.4.I,23,G,3,,70,F,9
Adult,I,#200910-901,TGFb,3,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.3.Adult,TGFb.3.I,24,H,3,,17,A,3
SEN,F,#1206197,Control,48,4,3,16,GSS2375_WellData_p16.txt,10,Control.48.SEN,Control.48.F,25,A,4,,66,B,9
Adult,I,#200910-901,Control,12,4,3,16,GSS2375_WellData_p16.txt,10,Control.12.Adult,Control.12.I,26,B,4,,33,A,5
SEN,F,#1206197,TGFb,0.5,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.0.5.SEN,TGFb.0.5.F,27,C,4,,62,F,8
Adult,I,#200910-901,TGFb,24,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.24.Adult,TGFb.24.I,28,D,4,,28,D,4
Adult,I,#200910-901,Control,0.5,4,3,16,GSS2375_WellData_p16.txt,10,Control.0.5.Adult,Control.0.5.I,29,E,4,,31,G,4
SEN,F,#1206197,TGFb,1,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.1.SEN,TGFb.1.F,30,F,4,,18,B,3
Adult,I,#200910-901,Baseline,0,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.0.Adult,Baseline.0.I,31,G,4,,35,C,5
HDFn,C,#1206197,Baseline,96,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.96.HDFn,Baseline.96.C,32,H,4,,42,B,6
HDFn,C,#1206197,Control,1,4,3,16,GSS2375_WellData_p16.txt,10,Control.1.HDFn,Control.1.C,33,A,5,,71,G,9
SEN,F,#1206197,Control,96,4,3,16,GSS2375_WellData_p16.txt,10,Control.96.SEN,Control.96.F,34,B,5,,69,E,9
Adult,I,#200910-901,Control,24,4,3,16,GSS2375_WellData_p16.txt,10,Control.24.Adult,Control.24.I,35,C,5,,46,F,6
SEN,F,#1206197,Control,0.5,4,3,16,GSS2375_WellData_p16.txt,10,Control.0.5.SEN,Control.0.5.F,36,D,5,,13,E,2
HDFn,C,#1206197,Baseline,0,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.0.HDFn,Baseline.0.C,37,E,5,,29,E,4
Adult,I,#200910-901,Control,1,4,3,16,GSS2375_WellData_p16.txt,10,Control.1.Adult,Control.1.I,38,F,5,,23,G,3
HDFn,C,#1206197,Control,12,4,3,16,GSS2375_WellData_p16.txt,10,Control.12.HDFn,Control.12.C,39,G,5,,32,H,4
Adult,I,#200910-901,TGFb,12,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.12.Adult,TGFb.12.I,40,H,5,,39,G,5
SEN,F,#1206197,Control,3,4,3,16,GSS2375_WellData_p16.txt,10,Control.3.SEN,Control.3.F,41,A,6,,20,D,3
Adult,I,#200910-901,Control,4,4,3,16,GSS2375_WellData_p16.txt,10,Control.4.Adult,Control.4.I,42,B,6,,27,C,4
Adult,I,#200910-901,TGFb,1,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.1.Adult,TGFb.1.I,43,C,6,,4,D,1
HDFn,C,#1206197,TGFb,4,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.4.HDFn,TGFb.4.C,44,D,6,,6,F,1
Adult,I,#200910-901,Baseline,96,4,3,16,GSS2375_WellData_p16.txt,10,Baseline.96.Adult,Baseline.96.I,45,E,6,,11,C,2
SEN,F,#1206197,Control,72,4,3,16,GSS2375_WellData_p16.txt,10,Control.72.SEN,Control.72.F,46,F,6,,61,E,8
Adult,I,#200910-901,Control,96,4,3,16,GSS2375_WellData_p16.txt,10,Control.96.Adult,Control.96.I,47,G,6,,25,A,4
SEN,F,#1206197,TGFb,48,4,3,16,GSS2375_WellData_p16.txt,10,TGFb.48.SEN,TGFb.48.F,48,H,6,,54,F,7
